"Vaccine/Exemption","Dose","Geography Type","Geography","School Year","Estimate (%)","Population Size","Percent Surveyed","Footnotes","Number of Exemptions","Survey Type","Not_required"
"MMR",NA,"States","Virginia","2018-19",95,100394,4.4,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"MMR",NA,"States","Virginia","2019-20",94.6,99399,1.2,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"MMR",NA,"States","Virginia","2020-21",95.8,88273,2,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"MMR",NA,"States","Virginia","2021-22",95.5,95996,2.8,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Virginia","2011-12",98.6,101121,4.3,NA,NA,"2-Stage Cluster Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Virginia","2012-13",98.5,104826,4.2,NA,NA,"2-Stage Cluster Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Virginia","2013-14",98.3,105692,4.1,NA,NA,"2-Stage Cluster Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Virginia","2014-15",97.4,103821,4.1,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Virginia","2015-16",98.3,100074,4.3,"†.§",NA,"Stratified 2-Stage Cluster Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Virginia","2016-17",98.2,102357,4,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Virginia","2009-10",98.4,100891,4.4,NA,NA,"Random Sample",FALSE
"Polio",NA,"States","Virginia","2009-10",99.1,100891,4.4,NA,NA,"Random Sample",FALSE
"Hepatitis B",NA,"States","Virginia","2018-19",93.1,100394,4.4,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Virginia","2019-20",94.1,99399,1.2,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Virginia","2021-22",94.9,95996,2.8,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Virginia","2020-21",94.4,88273,2,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Virginia","2017-18",94.9,100581,4.4,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Virginia","2011-12",93,101121,4.3,NA,NA,"2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Virginia","2011-12",92.7,101121,4.3,NA,NA,"2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Virginia","2012-13",91.7,104826,4.2,NA,NA,"2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Virginia","2013-14",93.2,105692,4.1,NA,NA,"2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Virginia","2016-17",93.9,102357,4,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Virginia","2014-15",92.8,103821,4.1,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Virginia","2015-16",94.6,100074,4.3,"†.§",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Virginia","2009-10",97.6,100891,4.4,NA,NA,"Random Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Virginia","2021-22",94.9,95996,2.8,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Virginia","2016-17",92.7,102357,4,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Virginia","2015-16",93.7,100074,4.3,"†.§",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Virginia","2017-18",93.3,100581,4.4,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Virginia","2018-19",93.6,100394,4.4,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Virginia","2019-20",93.3,99399,1.2,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Virginia","2020-21",94.1,88273,2,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Utah","2019-20",92.5,49208,100,"*",NA,"Census",FALSE
"Exemption","Medical Exemption","States","Utah","2013-14",0.2,54779,NA,NA,94,"Census",FALSE
"Exemption","Medical Exemption","States","Utah","2012-13",0.2,54605,NA,NA,83,"Census",FALSE
"Exemption","Medical Exemption","States","Utah","2011-12",0.1,53800,NA,NA,79,"Census",FALSE
"Polio",NA,"States","Utah","2020-21",91.3,46247,100,"*",NA,"Census",FALSE
"Exemption","Medical Exemption","States","Utah","2009-10",0.2,49957,NA,NA,89,"Census",FALSE
"Polio",NA,"States","Utah","2021-22",90,48995,100,"*",NA,"Census",FALSE
"Polio",NA,"States","Utah","2018-19",92.6,50179,100,"*",NA,"Census",FALSE
"Polio",NA,"States","Utah","2017-18",93.5,48827,100,"*",NA,"Census",FALSE
"Polio",NA,"States","Utah","2016-17",93.9,49073,100,"*",NA,"Census",FALSE
"Polio",NA,"States","Utah","2012-13",98.1,54605,100,"*",NA,"Census",FALSE
"Polio",NA,"States","Utah","2013-14",98.4,54779,100,"*",NA,"Census",FALSE
"Polio",NA,"States","Utah","2014-15",94.2,50916,100,"*",NA,"Census",FALSE
"Polio",NA,"States","Utah","2015-16",94.1,50114,100,"*",NA,"Census",FALSE
"Exemption","Medical Exemption","States","Utah","2021-22",0.3,48995,100,NA,129,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Utah","2012-13",3.7,54605,NA,NA,2016,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Utah","2011-12",3.6,53800,NA,NA,1953,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Utah","2009-10",3.6,49957,NA,NA,1815,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Utah","2015-16",4.4,50114,NA,NA,2214,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Utah","2014-15",4.1,50916,NA,"*",2110,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Utah","2013-14",4.2,54779,NA,NA,2312,"Census",FALSE
"Exemption","Medical Exemption","States","Utah","2020-21",0.1,46247,100,NA,58,"Census",FALSE
"Exemption","Medical Exemption","States","Utah","2019-20",0.1,49208,NA,NA,59,"Census",FALSE
"Exemption","Medical Exemption","States","Utah","2018-19",0.2,50179,NA,NA,77,"Census",FALSE
"Exemption","Medical Exemption","States","Utah","2017-18",0.2,48827,NA,NA,80,"Census",FALSE
"Exemption","Medical Exemption","States","Utah","2016-17",0.2,49073,NA,NA,88,"Census",FALSE
"Exemption","Medical Exemption","States","Utah","2015-16",0.2,50114,NA,NA,88,"Census",FALSE
"Exemption","Medical Exemption","States","Utah","2014-15",0.2,50916,NA,"*",90,"Census",FALSE
"Polio",NA,"States","Utah","2011-12",98.1,53800,100,"*",NA,"Census",FALSE
"Polio",NA,"States","Utah","2009-10",97.9,49957,100,"*",NA,"Census",FALSE
"Hepatitis B",NA,"States","Utah","2018-19",93.8,50179,100,"*",NA,"Census",FALSE
"Hepatitis B",NA,"States","Utah","2019-20",94,49208,100,"*",NA,"Census",FALSE
"Hepatitis B",NA,"States","Utah","2021-22",92,48995,100,"*",NA,"Census",FALSE
"Hepatitis B",NA,"States","Utah","2020-21",93.5,46247,100,"*",NA,"Census",FALSE
"Hepatitis B",NA,"States","Utah","2017-18",94.3,48827,100,"*",NA,"Census",FALSE
"Hepatitis B",NA,"States","Utah","2011-12",99.1,53800,100,"*",NA,"Census",FALSE
"Hepatitis B",NA,"States","Utah","2012-13",99.1,54605,100,"*",NA,"Census",FALSE
"Hepatitis B",NA,"States","Utah","2013-14",99.3,54779,100,"*",NA,"Census",FALSE
"Hepatitis B",NA,"States","Utah","2016-17",94.8,49073,100,"*",NA,"Census",FALSE
"Hepatitis B",NA,"States","Utah","2014-15",95.4,50916,100,"*",NA,"Census",FALSE
"Hepatitis B",NA,"States","Utah","2015-16",95.1,50114,100,"*",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Utah","2016-17",94.6,49073,100,"*",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Utah","2015-16",94.8,50114,100,"*",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Utah","2017-18",93.7,48827,100,"*",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Utah","2018-19",92.5,50179,100,"*",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Utah","2019-20",92.4,49208,100,"*",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Utah","2020-21",91.2,46247,100,"*",NA,"Census",FALSE
"Hepatitis B",NA,"States","Utah","2009-10",98.6,49957,100,"*",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Utah","2021-22",92.8,48995,100,"*",NA,"Census",FALSE
"Varicella","1 Dose (unknown disease history)","States","Utah","2011-12",99.5,53800,100,"*",NA,"Census",FALSE
"Varicella","1 Dose (unknown disease history)","States","Utah","2019-20",NA,49208,100,"*",NA,"Census",TRUE
"Varicella","1 Dose (unknown disease history)","States","Utah","2020-21",NA,46247,100,"*",NA,"Census",TRUE
"Varicella","1 Dose (unknown disease history)","States","Utah","2013-14",99.6,54779,100,"*",NA,"Census",FALSE
"Varicella","1 Dose (unknown disease history)","States","Utah","2014-15",97.2,50916,100,"*",NA,"Census",FALSE
"Varicella","1 Dose (unknown disease history)","States","Utah","2012-13",99.6,54605,100,"*",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Utah","2017-18",93.2,48827,100,"*",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Utah","2019-20",92.2,49208,100,"*",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Utah","2018-19",92.4,50179,100,"*",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Utah","2021-22",89.6,48995,100,"*",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Utah","2020-21",91.1,46247,100,"*",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Utah","2014-15",NA,50916,100,"*",NA,"Census",TRUE
"Varicella","2 Doses (unknown disease history)","States","Utah","2011-12",NA,53800,100,"*",NA,"Census",TRUE
"Varicella","2 Doses (unknown disease history)","States","Utah","2012-13",NA,54605,100,"*",NA,"Census",TRUE
"Varicella","2 Doses (unknown disease history)","States","Utah","2013-14",NA,54779,100,"*",NA,"Census",TRUE
"Varicella","1 Dose (unknown disease history)","States","Utah","2009-10",99.3,49957,100,"*",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Utah","2009-10",NA,49957,100,"*",NA,"Census",TRUE
"Varicella","1 Dose (unknown disease history)","States","Utah","2021-22",NA,48995,100,"*",NA,"Census",TRUE
"DTP, DTaP, or DT",NA,"States","Utah","2014-15",93.8,50916,100,"*",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Utah","2015-16",93.7,50114,100,"*",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Utah","2016-17",93.7,49073,100,"*",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Utah","2009-10",97.5,49957,100,"*",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Utah","2011-12",97.7,53800,100,"*",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Utah","2012-13",97.8,54605,100,"*",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Utah","2013-14",98.1,54779,100,"*",NA,"Census",FALSE
"MMR",NA,"States","Utah","2021-22",90,48995,100,"*",NA,"Census",FALSE
"MMR",NA,"States","Utah","2013-14",98.5,54779,100,"*",NA,"Census",FALSE
"MMR",NA,"States","Utah","2014-15",94,50916,100,"*",NA,"Census",FALSE
"MMR",NA,"States","Utah","2009-10",97.7,49957,100,"*",NA,"Census",FALSE
"MMR",NA,"States","Utah","2011-12",98,53800,100,"*",NA,"Census",FALSE
"MMR",NA,"States","Utah","2012-13",96.3,54605,100,"*",NA,"Census",FALSE
"MMR",NA,"States","Utah","2015-16",94.2,50114,100,"*",NA,"Census",FALSE
"MMR",NA,"States","Utah","2016-17",93.8,49073,100,"*",NA,"Census",FALSE
"MMR",NA,"States","Utah","2017-18",93.4,48827,100,"*",NA,"Census",FALSE
"MMR",NA,"States","Utah","2018-19",92.8,50179,100,"*",NA,"Census",FALSE
"MMR",NA,"States","Utah","2019-20",92.7,49208,100,"*",NA,"Census",FALSE
"MMR",NA,"States","Utah","2020-21",91.4,46247,100,"*",NA,"Census",FALSE
"Varicella","UTD (unknown disease history)","States","Utah","2021-22",92.8,48995,100,"*",NA,"Census",FALSE
"Varicella","UTD (unknown disease history)","States","Utah","2020-21",91.2,46247,100,"*",NA,"Census",FALSE
"Exemption","Any Exemption","States","Utah","2019-20",5.4,49208,NA,NA,2639,"Census",FALSE
"Exemption","Any Exemption","States","Utah","2020-21",5.1,46247,100,NA,2366,"Census",FALSE
"Exemption","Any Exemption","States","Utah","2021-22",7.4,48995,100,NA,3606,"Census",FALSE
"Exemption","Any Exemption","States","Utah","2018-19",5.7,50179,NA,NA,2836,"Census",FALSE
"Exemption","Any Exemption","States","Utah","2017-18",5.3,48827,NA,NA,2606,"Census",FALSE
"Exemption","Any Exemption","States","Utah","2016-17",5.1,49073,NA,NA,2483,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Utah","2016-17",4.9,49073,NA,NA,2395,"Census",FALSE
"Exemption","Any Exemption","States","Utah","2009-10",3.8,49957,NA,NA,1904,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Utah","2021-22",7.1,48995,100,NA,3477,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Utah","2017-18",5.2,48827,NA,NA,2526,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Utah","2018-19",5.5,50179,NA,NA,2759,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Utah","2019-20",5.2,49208,NA,NA,2580,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Utah","2020-21",5,46247,100,NA,2308,"Census",FALSE
"Exemption","Any Exemption","States","Utah","2011-12",3.8,53800,NA,NA,2032,"Census",FALSE
"Exemption","Any Exemption","States","Utah","2015-16",4.6,50114,NA,NA,2302,"Census",FALSE
"Exemption","Any Exemption","States","Utah","2014-15",4.3,50916,NA,"*",2200,"Census",FALSE
"Exemption","Any Exemption","States","Utah","2013-14",4.4,54779,NA,NA,2406,"Census",FALSE
"Exemption","Any Exemption","States","Utah","2012-13",3.8,54605,NA,NA,2099,"Census",FALSE
"MMR",NA,"States","Utah","2023-24",88.8,46228,100,"*",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Utah","2023-24",88.5,46228,100,"*",NA,"Census",FALSE
"Varicella","1 Dose (unknown disease history)","States","Utah","2023-24",NA,46228,100,"*",NA,"Census",TRUE
"Varicella","2 Doses (unknown disease history)","States","Utah","2023-24",88.2,46228,100,"*",NA,"Census",FALSE
"Hepatitis B",NA,"States","Utah","2023-24",90.9,46228,100,"*",NA,"Census",FALSE
"Polio",NA,"States","Utah","2023-24",88.2,46228,100,"*",NA,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Utah","2023-24",9.1,46228,100,NA,4218,"Census",FALSE
"Exemption","Medical Exemption","States","Utah","2023-24",0.2,46228,100,NA,93,"Census",FALSE
"Exemption","Any Exemption","States","Utah","2023-24",9.3,46228,100,NA,4311,"Census",FALSE
"Varicella","UTD (unknown disease history)","States","Utah","2023-24",88.2,46228,100,"*",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Utah","2022-23",89.7,46635,100,"*",NA,"Census",FALSE
"Varicella","1 Dose (unknown disease history)","States","Utah","2022-23",NA,46635,100,"*",NA,"Census",TRUE
"MMR",NA,"States","Utah","2022-23",90,46635,100,"*",NA,"Census",FALSE
"Polio",NA,"States","Utah","2022-23",89.9,46635,100,"*",NA,"Census",FALSE
"Varicella","UTD (unknown disease history)","States","Utah","2022-23",89.6,46635,100,"*",NA,"Census",FALSE
"Exemption","Any Exemption","States","Utah","2022-23",8.1,46635,100,NA,3786,"Census",FALSE
"Hepatitis B",NA,"States","Utah","2022-23",91.9,46635,100,"*",NA,"Census",FALSE
"Exemption","Medical Exemption","States","Utah","2022-23",0.1,46635,100,NA,57,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Utah","2022-23",8,46635,100,NA,3729,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Utah","2022-23",89.6,46635,100,"*",NA,"Census",FALSE
"Varicella","UTD (unknown disease history)","States","South Carolina","2023-24",91.8,58069,26.7,"†",NA,"Stratified 1-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","South Carolina","2023-24",4.4,58069,100,"†",2556,"Census",FALSE
"Exemption","Medical Exemption","States","South Carolina","2023-24",0.2,58069,100,"†",108,"Census",FALSE
"Exemption","Non-Medical Exemption","States","South Carolina","2023-24",4.2,58069,100,"†",2448,"Census",FALSE
"Exemption","Non-Medical Exemption","States","South Carolina","2013-14",1.2,61661,NA,"†. *",772,"1-Stage Stratified Sample",FALSE
"Exemption","Non-Medical Exemption","States","South Carolina","2014-15",1,62864,NA,"†. *",648,"Stratified 1-Stage Cluster Sample",FALSE
"Exemption","Non-Medical Exemption","States","South Carolina","2015-16",1.6,59240,NA,"†",937,"Stratified 1-Stage Cluster Sample",FALSE
"Exemption","Non-Medical Exemption","States","South Carolina","2009-10",0.6,53725,NA,"†",303,"Random Sample",FALSE
"Exemption","Non-Medical Exemption","States","South Carolina","2011-12",1,59307,NA,"†",59,"1-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","South Carolina","2021-22",0.2,58276,100,"†",124,"Census",FALSE
"Hepatitis B",NA,"States","South Carolina","2021-22",93.4,58276,27.2,"†",NA,"1-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","South Carolina","2020-21",95.3,56330,26.5,"†",NA,"Stratified 1-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","South Carolina","2019-20",95.3,65938,27.5,"†",NA,"Stratified 1-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","South Carolina","2018-19",95,58442,27,NA,NA,"Stratified 1-Stage Cluster Sample",FALSE
"Polio",NA,"States","South Carolina","2009-10",87.7,53725,10.2,NA,NA,"Random Sample",FALSE
"Polio",NA,"States","South Carolina","2011-12",96.7,59307,10.7,NA,NA,"1-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","South Carolina","2017-18",96.9,58458,27,NA,NA,"Stratified 1-Stage Cluster Sample",FALSE
"Polio",NA,"States","South Carolina","2015-16",97.5,59240,8.9,NA,NA,"Stratified 1-Stage Cluster Sample",FALSE
"Polio",NA,"States","South Carolina","2014-15",97.7,62864,12.2,NA,NA,"Stratified 1-Stage Cluster Sample",FALSE
"Polio",NA,"States","South Carolina","2013-14",97.6,61661,11,NA,NA,"1-Stage Stratified Sample",FALSE
"Polio",NA,"States","South Carolina","2012-13",90.9,61799,17.9,"≥",NA,"1-Stage Cluster Sample",FALSE
"Polio",NA,"States","South Carolina","2016-17",96.5,59177,8.9,NA,NA,"Stratified 1-Stage Cluster Sample",FALSE
"Polio",NA,"States","South Carolina","2017-18",97,58458,27,NA,NA,"Stratified 1-Stage Cluster Sample",FALSE
"Polio",NA,"States","South Carolina","2018-19",95,58442,27,NA,NA,"Stratified 1-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","South Carolina","2011-12",0.1,59307,NA,NA,5,"1-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","South Carolina","2013-14",0.1,61661,NA,"*",83,"1-Stage Stratified Sample",FALSE
"Polio",NA,"States","South Carolina","2021-22",91.9,58276,27.2,"†",NA,"1-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","South Carolina","2009-10",0.3,53725,NA,NA,147,"Random Sample",FALSE
"Polio",NA,"States","South Carolina","2020-21",95.3,56330,26.5,"†",NA,"Stratified 1-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","South Carolina","2014-15",0.1,62864,NA,"*",74,"Stratified 1-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","South Carolina","2015-16",0.1,59240,NA,"<",23,"Stratified 1-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","South Carolina","2016-17",0.1,59177,NA,NA,55,"Stratified 1-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","South Carolina","2017-18",0.2,58458,NA,NA,119,"Stratified 1-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","South Carolina","2018-19",0.2,58442,NA,"†",92,"Stratified 1-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","South Carolina","2019-20",0.2,65938,NA,"†",115,"Stratified 1-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","South Carolina","2020-21",0.2,56330,26.5,"†",92,"Stratified 1-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","South Carolina","2016-17",2,59177,NA,"†",1180,"Stratified 1-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","South Carolina","2017-18",2,58458,NA,"†",1147,"Stratified 1-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","South Carolina","2021-22",3.4,58276,100,"†",1994,"Census",FALSE
